Avg_TCP_transmition,Avg_RTT,Avg_TP,MSISDN/Number
95951201.75915883,467.0,173461.0,7
95934608.75915883,742.9690461828966,532.0,6
95379427.87957942,707.0,4922.0,3
95274195.31936912,6737.828174363816,71331.0,6
95080493.67006865,959.0,105432.0,7
94736602.49188827,485.0,166543.0,9
93594413.49188827,502.0,252386.0,9
93061072.26160935,1021.8281743638161,89459.0,7
92928601.84824902,4742.0,69499.0,8
92477874.05209857,957.0,104739.0,7
92184537.67006865,3442.0,18985.0,6
92035073.58097847,1063.0,255335.0,13
91906286.23027894,912.0,127595.0,8
90864249.84824902,441.65634872763223,112185.0,5
90649710.0,710.8281743638161,20636.0,3
89302613.67006865,4681.0,10392.0,7
88412230.75915883,2054.0,43506.0,8
88381760.58097845,434.8281743638161,65430.0,6
88310074.75915883,344.6282322772769,33810.0,5
88233954.75915883,2064.0,73232.0,7
88135160.58097845,353.0,164023.0,6
87988447.75915883,360.0,73476.0,6
87529463.84824902,770.0,23338.0,9
87464225.75915883,1240.0,23307.0,6
87363389.67006865,938.0,12093.0,5
87361254.67006865,243.0,26559.0,5
87228137.05209857,4397.0,140747.0,10
87157706.84824902,1046.828174363816,11817.0,5
87097940.84824902,1446.0,30580.0,5
87035179.75915883,363.0,53945.0,7
86795109.75915883,1621.0,74578.0,7
86700278.75915883,802.8281743638161,81112.0,7
86632160.75915883,486.0,138880.0,5
86610632.75915883,546.0,86092.0,5
86601671.75915883,9894.0,57430.0,5
86595981.75915883,1768.0,83505.0,4
86595981.75915883,757.0,114788.0,4
86595981.75915883,352.0,34637.0,4
86014806.87957942,712.8281743638161,18996.0,4
85832130.84824902,6090.0,27108.0,4
85802654.31936912,951.8281743638161,125723.0,8
85651014.31936912,2612.0,22558.0,7
85352486.23027894,734.0,74744.0,8
83412310.79048923,886.8281743638161,46390.0,9
81690135.43978971,170.0,111177.0,3
81059386.31936912,2750.8281743638163,8009.0,6
79196953.31936912,387.8281743638161,101777.0,6
79018884.31936912,1137.0,7745.0,5
78052479.4084593,1838.0,34637.0,7
76123340.87957942,677.0,36429.0,5
75736050.69573781,1461.828174363816,248766.0,13
75694370.31936912,1279.0,32493.0,7
75255983.31936912,1097.0,59195.0,5
75125799.96300837,2999.0,279474.0,14
74693820.14118876,613.0,66886.0,8
74167372.31936912,2253.0,26786.0,7
73882872.31936912,1133.0,2781.0,4
73848337.23027894,4007.0,63714.0,7
73497170.23027894,3530.0,71955.0,7
73370233.23027894,2042.0,2499.0,7
72956623.14118876,3313.8281743638163,40382.0,9
71254974.23027894,731.0,112601.0,8
71117112.31936912,557.4845230914483,126089.0,6
70756733.31936912,223.0,84960.0,6
70308057.43978971,275.0,10882.0,4
70037853.23027894,2111.0,189551.0,8
69964726.23027894,1657.0,63172.0,6
69445405.23027894,905.0,16007.0,6
69234394.31936912,498.0,35695.0,4
68993889.31936912,1282.828174363816,33194.0,5
68974029.05209857,3138.8281743638163,290754.0,16
68848969.23027894,1033.828174363816,102383.0,8
68168537.23027894,574.0,27206.0,7
68013810.23027894,449.0,43385.0,6
67959154.31936912,179.0,69778.0,4
67842807.79048923,417.0,113666.0,4
67796221.31936912,2731.0,69.0,4
67559013.4084593,300.0,38403.0,4
67549190.31936912,405.0,153677.0,5
67465066.23027894,5912.0,146025.0,12
67122373.31936912,614.8281743638161,1776.0,4
66959554.141188756,2271.0,57043.0,5
66809222.31936912,2484.0,213.0,5
66545713.141188756,2378.0,153025.0,5
66513313.31936912,2209.0,210608.0,8
66430605.31936912,923.0,18908.0,4
66285086.31936912,1392.0,12032.0,5
66234749.23027894,1843.0,6250.0,6
66100263.23027894,2609.0,232030.0,10
66086230.31936912,1398.0,19487.0,4
65995395.31936912,6113.828174363816,11177.0,4
65925348.23027894,464.0,100009.0,4
65835920.23027894,1025.0,15362.0,4
65834112.23027894,1294.0,9708.0,4
65733624.23027894,301.0,183254.0,5
65721934.31936912,338.0,37496.0,5
65572007.31936912,6744.0,168.0,4
65516147.31936912,495.3126974552644,14.0,4
65490480.31936912,1681.828174363816,8854.0,4
65354810.31936912,670.0,176133.0,6
65188518.40845931,214.0,60053.0,5
65144947.31936912,748.0,90900.0,5
65053796.31936912,198.0,1530.0,4
64947411.31936912,1225.0,37840.0,4
64946986.31936912,147.0,73171.0,3
64946986.31936912,1209.0,4866.0,3
64946986.31936912,316.8281743638161,70810.0,3
64946986.31936912,1885.0,6332.0,3
64946986.31936912,1162.0,234.0,3
64946986.31936912,111.0,67610.0,3
64946986.31936912,1026.0,25886.0,3
64946986.31936912,259.0,144115.0,3
64946986.31936912,1252.0,28403.0,3
64946986.31936912,1415.0,88701.0,3
64946986.31936912,200.0,4244.0,3
64946986.31936912,282.0,36196.0,3
64828180.40845931,1201.0,38780.0,5
64705888.87957942,537.8281743638161,3642.0,6
64239745.40845931,524.0,148829.0,4
64185228.40845931,369.8281743638161,22401.0,3
64181956.40845931,366.0,1607.0,3
63828082.79048923,485.8281743638161,57957.0,4
62277377.43978971,753.0,61548.0,3
62012130.43978971,178.82817436381612,3694.0,2
60058236.87957942,599.6563487276322,19104.0,6
59444239.35069952,339.0,135619.0,5
58811499.87957942,1825.0,112671.0,6
58445447.79048923,264.0,84628.0,4
57383921.87957942,1663.0,780.0,4
57093628.43978971,1409.0,11.0,2
56179371.87957942,322.0,1445.0,3
55406165.35069952,6939.0,146.0,4
55393379.87957942,737.0,4713.0,4
55255202.79048923,792.0,30119.0,5
53891740.87957942,112.0,18943.0,3
53457862.43978971,634.0,1114.0,2
52291199.87957942,354.0,64754.0,3
52274381.79048923,814.0,107804.0,9
52105074.87957942,2530.0,214084.0,7
51198127.79048923,3829.0,18789.0,5
50702017.79048923,252.0,81059.0,5
49176459.79048923,3718.0,19964.0,4
48902617.87957942,2702.0,7817.0,3
48878166.0,887.0,82935.0,5
48283817.79048923,728.0,144201.0,6
48220061.87957942,3067.0,4905.0,5
47793866.87957942,266.8281743638161,86612.0,3
47646359.87957942,709.8281743638161,14415.0,4
47291086.87957942,492.0,153327.0,5
47012121.79048923,464.0,196812.0,8
46875741.96866961,749.0,1712.0,3
46567396.87957942,270.0,102314.0,4
46335616.87957942,2062.0,162.0,4
46226268.91090982,1960.828174363816,135510.0,7
46204844.70139904,839.0,99693.0,5
46182669.87957942,241.0,76017.0,3
46028721.87957942,251.0,110862.0,4
45838725.70139904,286.0,66627.0,6
45760980.87957942,2692.8281743638163,315.0,4
45656304.87957942,540.0,32565.0,4
45581210.79048923,545.0,73908.0,5
45579790.87957942,788.0,2658.0,4
45532959.87957942,689.0,30533.0,3
45486637.70139904,1357.0,68884.0,5
45221324.87957942,382.0,107559.0,4
45164278.43978971,813.0,1366.0,3
45131869.70139904,494.65634872763223,30752.0,5
45125198.87957942,798.0,72779.0,5
44854123.70139904,7699.0,2497.0,5
44836993.87957942,295.0,242851.0,4
44834248.96866961,1185.0,61449.0,4
44831772.87957942,1356.0,58769.0,5
44695338.79048923,399.65634872763223,1776.0,5
44693877.87957942,103.0,78995.0,3
44410095.87957942,288.0,16791.0,3
44280839.87957942,3049.0,607.0,4
44234772.79048923,412.0,32470.0,3
44182018.87957942,1614.0,10608.0,3
44164986.790489234,251.82817436381612,58176.0,4
44161626.79048923,488.0,96766.0,3
44136256.0,536.0,43401.0,3
44127296.790489234,339.0,34475.0,4
44121906.79048923,875.0,8408.0,4
44117194.790489234,176.0,1597.0,4
44092673.790489234,370.0,62663.0,3
44087170.87957942,369.8281743638161,34544.0,3
44064503.79048923,425.0,50618.0,3
44064465.79048923,176.0,64918.0,3
44063192.79048923,840.0,31437.0,3
44017039.87957942,567.0,133.0,3
43974990.87957942,369.0,43416.0,6
43974464.87957942,224.82817436381612,132094.0,4
43930081.87957942,1404.0,957.0,3
43764225.0,54.0,67151.0,1
43744365.87957942,375.0,125267.0,4
43705311.87957942,491.0,8840.0,3
43632254.96866961,642.0,31416.0,4
43626007.87957942,138.0,50346.0,3
43563707.87957942,820.0,769.0,3
43524279.87957942,488.0,135210.0,4
43491855.87957942,210.0,76667.0,3
43469403.87957942,180.0,70222.0,4
43376964.87957942,143.0,52797.0,3
43348780.87957942,498.0,6312.0,3
43348708.87957942,125.0,275.0,3
43335164.87957942,610.0,14783.0,3
43313843.87957942,244.0,10267.0,4
43302460.87957942,732.0,34199.0,3
43297990.87957942,243.0,55170.0,2
43297990.87957942,260.0,30169.0,2
43297990.87957942,158.0,2792.0,2
43297990.87957942,352.0,3154.0,2
43297990.87957942,481.0,63132.0,2
43297990.87957942,160.0,71281.0,2
43297990.87957942,249.0,33665.0,2
43297990.87957942,1084.0,3405.0,2
43297990.87957942,465.0,5350.0,2
43297990.87957942,149.0,13880.0,2
43297990.87957942,254.0,89760.0,2
43297990.87957942,110.0,89876.0,2
43297990.87957942,840.0,4481.0,2
43297990.87957942,178.0,28974.0,2
43297990.87957942,539.0,45151.0,2
43297990.87957942,188.82817436381612,11004.0,2
43297990.87957942,459.0,159.0,2
43297990.87957942,262.0,47014.0,2
43297990.87957942,391.0,23804.0,2
43297990.87957942,87.0,25118.0,2
43297990.87957942,1697.828174363816,164.0,2
43297990.87957942,91.0,24566.0,2
43297990.87957942,545.0,24435.0,2
43297990.87957942,958.0,12960.0,2
43297990.87957942,136.0,72305.0,2
43297990.87957942,158.0,9820.0,2
43297990.87957942,263.0,15275.0,2
43297990.87957942,2803.0,1366.0,2
43297990.87957942,90.0,168623.0,2
43297990.87957942,1217.0,766.0,2
43297990.87957942,777.0,142.0,2
43297990.87957942,5556.0,19093.0,2
43297990.87957942,784.0,67594.0,2
43297990.87957942,239.0,18774.0,2
42710579.96866961,620.0,84739.0,4
42657367.43978971,2028.0,6705.0,3
42554140.96866961,688.0,883.0,2
42543181.96866961,174.0,80446.0,2
42540825.96866961,286.0,2129.0,2
42535351.96866961,72.0,11465.0,2
42534175.96866961,196.0,84188.0,2
42534139.96866961,138.0,59667.0,2
41972015.43978971,545.0,4202.0,3
41410348.43978971,363.0,134783.0,4
40681116.43978971,611.0,81539.0,6
40345246.0,766.0,85600.0,3
39977844.43978971,209.0,25660.0,3
39785570.26160933,386.0,174750.0,8
39140463.91090982,275.0,31251.0,3
38391000.0,522.8281743638161,50772.0,4
37934759.528879896,94.0,887.0,2
36251076.43978971,142.0,34844.0,3
36186077.0,247.6563487276322,11.0,2
35568487.43978971,170.82817436381612,26826.0,2
35568155.35069952,335.0,45801.0,6
35263545.43978971,71.0,12271.0,2
35186137.0,173.0,97351.0,1
34684034.43978971,1054.0,37029.0,4
34175342.43978971,245.0,61439.0,3
33394051.261609334,811.8281743638161,15097.0,4
33177564.43978971,454.0,5881.0,2
32719060.0,230.0,10962.0,1
32056960.261609334,288.0,93409.0,4
31787414.0,79.0,20192.0,1
31773875.0,142.0,23518.0,1
31754708.43978971,535.0,4876.0,2
31649873.43978971,130.0,38697.0,2
31584735.0,179.0,182.0,1
31295451.43978971,2590.0,444.0,3
30996390.821819626,849.0,136158.0,6
30924958.910909813,125.0,16599.0,3
30083592.43978971,435.0,71628.0,3
30064180.0,148.0,159418.0,3
30019344.43978971,442.0,7873.0,2
29824903.43978971,239.0,2780.0,2
29151026.43978971,662.0,80300.0,3
28897650.43978971,156.0,191246.0,3
28815857.43978971,499.0,15590.0,3
28514749.261609334,405.65634872763223,39905.0,4
28443507.35069952,524.0,60955.0,5
28343549.43978971,1702.0,229424.0,6
27660293.172519147,2225.0,64333.0,7
27427682.43978971,3136.0,9753.0,4
27148051.43978971,623.0,1286.0,2
27065683.43978971,140.0,14969.0,2
27064131.43978971,483.0,11966.0,2
27058410.0,54.0,38.0,1
26868796.0,306.0,255.0,1
26845779.43978971,285.0,2970.0,2
26732367.43978971,90.0,21374.0,2
26704492.43978971,205.0,9161.0,4
26500302.35069952,1499.0,64214.0,3
26417710.43978971,423.0,26330.0,2
26390630.261609334,1094.828174363816,16381.0,5
26026701.43978971,573.0,6638.0,2
25956384.43978971,681.0,16247.0,2
25744513.261609334,2046.828174363816,60667.0,6
25696949.35069952,561.0,29889.0,4
25576998.0,175.0,541.0,1
25463225.43978971,210.0,38276.0,2
25259830.43978971,101.0,89269.0,2
25246927.43978971,110.0,35437.0,2
25159292.43978971,84.0,16262.0,2
25012366.43978971,921.0,20590.0,4
24820152.35069952,241.82817436381612,78810.0,4
24815763.43978971,506.0,39219.0,3
24796254.08342896,1389.0,119366.0,5
24748032.0,305.0,534.0,1
24626270.43978971,495.3126974552644,15.0,4
24602451.261609334,2231.8281743638163,46168.0,7
24446602.43978971,584.8281743638161,56639.0,4
24444521.35069952,286.0,89319.0,3
24426925.35069952,2550.0,1897.0,3
24390323.35069952,335.0,12199.0,3
24370568.43978971,147.0,20894.0,2
24270056.43978971,377.0,3465.0,3
24125388.43978971,3315.0,19348.0,2
24059978.43978971,339.0,976.0,2
24030974.43978971,331.0,88711.0,4
23979942.43978971,4370.0,62627.0,3
23824915.43978971,139.0,46705.0,3
23822832.43978971,81.0,352.0,2
23786730.43978971,569.0,42401.0,2
23775756.43978971,529.0,4047.0,2
23643707.528879896,587.0,18925.0,2
23583241.261609334,379.0,54090.0,5
23377984.261609334,267.0,74974.0,4
23328730.528879896,3968.0,41262.0,4
23318205.43978971,1042.0,13378.0,2
23219444.261609334,628.0,141086.0,4
23195329.261609334,782.0,54065.0,3
23152228.43978971,1493.0,73148.0,3
23098643.35069952,368.0,94334.0,4
23022785.43978971,147.0,77040.0,3
22913535.43978971,142.0,103300.0,2
22864533.43978971,728.0,59747.0,2
22831737.43978971,1683.0,151.0,2
22770875.35069952,358.0,17892.0,2
22748782.43978971,327.8281743638161,116.0,2
22708121.43978971,2742.0,10365.0,3
22666252.35069952,781.0,41856.0,4
22640932.43978971,409.8281743638161,72328.0,3
22597951.35069952,636.0,82233.0,3
22565415.35069952,346.0,96258.0,3
22531937.35069952,154.0,70645.0,2
22524341.43978971,346.8281743638161,2178.0,2
22484313.43978971,267.0,14593.0,2
22480560.35069952,714.0,50592.0,2
22470751.35069952,447.8281743638161,2197.0,2
22453228.35069952,99.0,20836.0,2
22452576.35069952,293.0,60921.0,3
22442827.35069952,5740.0,7341.0,3
22437626.0,123.8281743638161,25.0,1
22430579.35069952,1530.0,77.0,2
22430556.35069952,248.82817436381612,72491.0,3
22427951.35069952,80.0,35531.0,2
22427516.35069952,1025.0,4086.0,2
22420291.35069952,814.0,20112.0,2
22419954.35069952,340.0,38088.0,2
22419604.35069952,130.0,84376.0,2
22416609.35069952,222.0,13648.0,2
22416077.35069952,831.0,17207.0,3
22415470.35069952,118.0,4927.0,2
22415433.35069952,185.82817436381612,52299.0,2
22415372.35069952,209.0,40239.0,2
22415318.35069952,76.0,48805.0,2
22331746.43978971,83.0,8203.0,2
22311517.43978971,414.0,251050.0,5
22233085.43978971,597.0,6462.0,2
22215912.43978971,1907.0,5907.0,2
22160929.43978971,226.0,8789.0,2
22106286.43978971,127.0,38680.0,2
22105407.43978971,305.0,1389.0,2
22077557.43978971,390.0,2396.0,2
22030656.43978971,76.0,23669.0,2
22001775.43978971,1483.0,21401.0,3
21988237.43978971,193.0,2164.0,2
21972234.43978971,247.0,3624.0,2
21927838.43978971,822.0,32180.0,2
21919874.43978971,104.0,4382.0,2
21889391.43978971,380.0,29017.0,2
21886652.43978971,351.0,53784.0,2
21880849.43978971,5249.0,51554.0,4
21769665.528879896,156.0,22985.0,2
21759506.43978971,120.0,14157.0,2
21745715.43978971,107.0,103594.0,2
21734704.43978971,60.0,4137.0,2
21729715.43978971,1573.0,765.0,2
21710118.43978971,1433.0,36789.0,2
21696547.43978971,293.0,97025.0,4
21687858.43978971,163.0,226889.0,3
21681491.43978971,115.0,1130.0,2
21680882.43978971,305.0,8519.0,2
21677573.43978971,139.0,42415.0,2
21675357.43978971,103.0,116548.0,2
21672997.43978971,220.0,20994.0,2
21667242.43978971,923.0,852.0,2
21659739.43978971,1078.0,195.0,2
21659173.43978971,407.8281743638161,147.0,2
21652889.43978971,224.0,14872.0,2
21651655.43978971,76.0,50628.0,2
21648995.43978971,292.0,5761.0,1
21648995.43978971,625.0,5433.0,1
21648995.43978971,431.0,5547.0,1
21648995.43978971,144.0,5547.0,1
21648995.43978971,123.8281743638161,243.0,1
21648995.43978971,40.0,2313.0,1
21648995.43978971,35.0,45257.0,1
21648995.43978971,154.0,1653.0,1
21648995.43978971,46.0,1447.0,1
21648995.43978971,42.0,1524.0,1
21648995.43978971,55.0,229.0,1
21648995.43978971,75.0,6115.0,1
21648995.43978971,74.0,244.0,1
21648995.43978971,40.0,509.0,1
21648995.43978971,1349.0,265.0,1
21648995.43978971,123.8281743638161,734.0,1
21648995.43978971,28.0,5316.0,1
21648995.43978971,123.8281743638161,267.0,1
21648995.43978971,202.0,5217.0,1
21648995.43978971,842.0,5015.0,1
21648995.43978971,44.0,958.0,1
21648995.43978971,272.0,689.0,1
21648995.43978971,150.0,4894.0,1
21648995.43978971,361.0,498.0,1
21648995.43978971,299.0,4837.0,1
21648995.43978971,149.0,4780.0,1
21648995.43978971,41.0,45143.0,1
21648995.43978971,22.0,1732.0,1
21648995.43978971,222.0,4606.0,1
21648995.43978971,67.0,6240.0,1
21648995.43978971,123.8281743638161,210.0,1
21648995.43978971,5133.0,698.0,1
21648995.43978971,69.0,76529.0,1
21648995.43978971,196.0,110.0,1
21648995.43978971,4999.0,8339.0,1
21648995.43978971,701.0,112.0,1
21648995.43978971,248.0,1558.0,1
21648995.43978971,379.0,8022.0,1
21648995.43978971,45.0,8012.0,1
21648995.43978971,915.0,522.0,1
21648995.43978971,1433.0,1606.0,1
21648995.43978971,671.0,118.0,1
21648995.43978971,52.0,124.0,1
21648995.43978971,266.0,7821.0,1
21648995.43978971,37.0,49381.0,1
21648995.43978971,53.0,7517.0,1
21648995.43978971,25.0,26375.0,1
21648995.43978971,303.0,152.0,1
21648995.43978971,285.0,7253.0,1
21648995.43978971,199.0,7250.0,1
21648995.43978971,72.0,7095.0,1
21648995.43978971,28.0,163.0,1
21648995.43978971,954.0,6919.0,1
21648995.43978971,136.0,6819.0,1
